Lifetime Movie Favorites | source=vizio | res=2160 | https://5ee29b66.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Vml6aW9fSG9saWRheU1vdmllRmF2b3JpdGVzYnlMaWZldGltZV9ITFM/playlist.m3u8?ads.wurl_channel=999&ads.wurl_name=HolidayMovieFavoritesbyLifetime&ads.coppa=0&ads.psid=%7bADID%7d&ads.targetopt=%7bTARGETOPT%7d&ads.us_privacy=%7bUSPRIVACY%7d&ads.ifa_type=%7bIFATYPE%7d&ads.lmt=%7bLMT%7d&ads.app_bundle=%7bAPP_BUNDLE%7d&ads.app_name=%7bAPP_NAME%7d&ads.app_store_url=%7bAPP_STORE_URL%7d&ads.url=%7bDOMAIN%7d&ads.w=%7bWIDTH%7d&ads.h=%7bHEIGHT%7d&ads.device_make=%7bDEVICE_MAKE%7d&ads.vizdartoken=eyJhdWQiOiI5OCIsIndmcGNpZCI6MzQ1NjY3OTAzMn0
Pac-12 Insider | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-646c0dfbfb58444e4e1e262d/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
SportsGrid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/697140a85d851f5e69414688-5ef11485d33ab9004048a1ca/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
SportsGrid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-5ef11485d33ab9004048a1ca/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
SportsGrid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/608049aefa2b8ae93c2c3a63-5ef11485d33ab9004048a1ca/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
SportsGrid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/643054b1fc3be59477853717-5ef11485d33ab9004048a1ca/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
SportsGrid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5ef11485d33ab9004048a1ca/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Stingray Holidayscapes | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/697140a85d851f5e69414688-654eb862dde2222e8ba551f1/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Stingray Holidayscapes | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-654eb862dde2222e8ba551f1/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Stingray Holidayscapes | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/608049aefa2b8ae93c2c3a63-654eb862dde2222e8ba551f1/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Stingray Holidayscapes | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/643054b1fc3be59477853717-654eb862dde2222e8ba551f1/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Stingray Holidayscapes | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-654eb862dde2222e8ba551f1/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
The Kids in the Hall | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/697140a85d851f5e69414688-670858335b42d01c9391e325/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
The Kids in the Hall | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-670858335b42d01c9391e325/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Watch it Kid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/697140a85d851f5e69414688-621672612c2627c068e73ad6/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Watch it Kid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-621672612c2627c068e73ad6/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Watch it Kid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/608049aefa2b8ae93c2c3a63-621672612c2627c068e73ad6/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Watch it Kid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/643054b1fc3be59477853717-621672612c2627c068e73ad6/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
Watch it Kid | source=plex | res=0 | https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-621672612c2627c068e73ad6/?X-Plex-Token=TiLWtZpHs-EjwPJMrqKW
4 Fun Kids (576i) [[Not 24/7]] | source=iptv_org | res=576 | https://stream.4fun.tv:8889/hls/4fk_high/index.m3u8
Hegyvidek Tv Budapest (576p) [Not 24/7] | source=iptv_org | res=576 | https://tv.hegyvidek.hu/stream_mpeg.flv
Antena Uno RadioVideo (360p) | source=iptv_org | res=360 | https://tvdatta.com:3578/live/antenaunolive.m3u8
KSCE Vida Cristiana (360p) | source=iptv_org | res=360 | https://2-fss-2.streamhoster.com/pl_120/200226-1449024-1/playlist.m3u8
Minimax (360p) | source=iptv_org | res=360 | https://vodzong.mjunoon.tv:8087/streamtest/disckids-157-1/playlist.m3u8
Anime X HiDive | source=roku_online | res=0 | https://jmp2.uk/rok-0b92deed3dd556cf91c911a36e948fde.m3u8
Storage Wars by A&E | source=roku_online | res=0 | https://jmp2.uk/rok-091bf303c7fd2bc2ec6683b1dbbadae1.m3u8
Always Funny Videos | source=roku_online | res=0 | https://jmp2.uk/rok-86c08261fc015a58866210bea63eb8f4.m3u8
America's Funniest Home Videos | source=roku_online | res=0 | https://jmp2.uk/rok-20a6aa8be0f3aff9d50f3daf3dfe6ba8.m3u8
Lifetime Love & Drama | source=roku_online | res=0 | https://jmp2.uk/rok-8d8befc9060e861eb1bdd5b21c0403b3.m3u8
A&E Alaska State Troopers | source=roku_online | res=0 | https://jmp2.uk/rok-2fc3353cd214be87e4959643805a4d08.m3u8
A&E Live PD Greatest Shifts | source=roku_online | res=0 | https://jmp2.uk/rok-62e84238f51a6b78c3883fbfdfb0cdb0.m3u8
Team Liquid | source=roku_online | res=0 | https://jmp2.uk/rok-f17c82792f7cab26596e1a84ebc82a8b.m3u8
Stingray Free Riding | source=roku_online | res=0 | https://jmp2.uk/rok-d90a57a66251fdda967c2e2b9e6aa25d.m3u8
Newsmax 2 | source=roku_online | res=0 | https://jmp2.uk/rok-28844a800a4e54909eec9695aa3762b2.m3u8
Moonbug Kids | source=roku_online | res=0 | https://jmp2.uk/rok-b5cde121f98257329346020e2a60295a.m3u8
Ninja Kidz TV | source=roku_online | res=0 | https://jmp2.uk/rok-9dd23031622757d1944e4782b2a192ef.m3u8
PBR: Ride Pass | source=roku_online | res=0 | https://jmp2.uk/rok-262b9a3f6220e5c070cb0ab316ee1128.m3u8
SPORTSGRID | source=roku_online | res=0 | https://jmp2.uk/rok-62f1cd0d4c395a2a8ab72cff688666a0.m3u8
Bridezillas | source=roku_online | res=0 | https://jmp2.uk/rok-9736abd83294d5fc1663fe8cfe3fcec8.m3u8
Chaos on Cam by A&E | source=roku_online | res=0 | https://jmp2.uk/rok-99e44ea6699928b32c444dce774b9b32.m3u8
Midsomer Murders | source=roku_online | res=0 | https://jmp2.uk/rok-d1e4e369eda359c897e1fdfd8286b19b.m3u8
AMC en Español (720p) [Geo-blocked] | source=iptv_org | res=720 | https://pb-fmbyorn1d0n1n.akamaized.net/v1/amc_amcespanol_3/samsungheadend_us/latest/main/hls/playlist.m3u8
ANIME x HIDIVE (720p) [Geo-blocked] | source=iptv_org | res=720 | https://d3f088nnrrvkwf.cloudfront.net/v1/amc_anime_x_hidive_1/samsungheadend_us/latest/main/hls/playlist.m3u8
BBC One East Midlands (720p) [Geo-blocked] | source=iptv_org | res=720 | https://vs-cmaf-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_one_east_midlands/pc_hd_abr_v2.mpd
BBC One West Midlands (720p) [Geo-blocked] | source=iptv_org | res=720 | https://vs-cmaf-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_one_west_midlands/pc_hd_abr_v2.mpd
Channel 9 Adelaide (720p) [Geo-blocked] | source=iptv_org | res=720 | https://9now-livestreams-fhd-t.akamaized.net/u/prod/simulcast/adl/ch9/hls/r1/index.m3u8
Lifetime Movie Favorites (720p) [Geo-blocked] | source=iptv_org | res=720 | https://pb-137agpk5fqieb.akamaized.net/v1/aenetworks_holidaymoviefavorites_1/samsungheadend_us/latest/main/hls/playlist.m3u8
OAN Encore (720p) [Geo-blocked] | source=iptv_org | res=720 | https://a-cdn.herringnetwork.com/affiliate/oane/playlist.m3u8
DAZN Ringside | source=tubi | res=0 | https://live-manifest.production-public.tubi.io/live/c92d028f-fd29-4925-9c4d-271bfe4262ec/playlist.m3u8
Midsomer Murders | source=tubi | res=0 | https://live-manifest.production-public.tubi.io/live/0ebfd814-cf17-4d01-a0e5-19f8df07cf68/playlist.m3u8
Nash Bridges | source=tubi | res=0 | https://live-manifest.production-public.tubi.io/live/597417af-5589-4e08-a432-2ac5034e0a71/playlist.m3u8
Real Madrid | source=tubi | res=0 | https://live-manifest.production-public.tubi.io/live/5cfbe5af-a9c2-45cc-ade9-8e13e39fa2d0/playlist.m3u8
Ideaal TV (480p) [Not 24/7] | source=iptv_org | res=480 | https://ms2.mx-cd.net/dtv-09/236-2051366/Ideaal_TV.smil/playlist.m3u8
Teve Vida Network (480p) [Not 24/7] | source=iptv_org | res=480 | https://5bf8041cb3fed.streamlock.net/Tevevida/Tevevida/.m3u8
TV Sol Comunidade (480p) [Not 24/7] | source=iptv_org | res=480 | http://streaming03.zas.media:1935/tvsol/tvsol/playlist.m3u8
Video Tour Channel (480p) [Not 24/7] | source=iptv_org | res=480 | http://k4.usastreams.com/videotour/videotour/playlist.m3u8
Newsmax2 | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99991194/hls/index.m3u8?ads.xumo_channelId=99991194&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=Newsmax&ads.csid=xumo_[PLATFORM]_Newsmax_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=News,N,DN,Local,LocalNews,News-Local&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=News,N,DN,Local,LocalNews,News-Local&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=141&ads.xumo_contentName=Newsmax&ads.xumo_providerId=141&ads.xumo_providerName=Newsmax&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99991194&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
Hallmark Movies & More | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99991709/hls/master.m3u8?includeAssetTags=true&ads.xumo_channelId=99991709&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=CrownMediaHallmarkMoviesNew&ads.csid=xumo_[PLATFORM]_CrownMediaHallmarkMoviesNew_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=Movie,Movies,Romance,FF,Entertainment,GV,Drama,GD&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=Movie,Movies,Romance,FF,Entertainment,GV,Drama,GD&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=2777&ads.xumo_contentName=CrownMediaHallmarkMoviesNew&ads.xumo_providerId=2777&ads.xumo_providerName=CrownMediaHallmarkMoviesNew&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99991709&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
AMC Thrillers | source=xumo | res=0 | https://d3pxo1qcgzxtxs.cloudfront.net/10005/99951377/hls/playlist.m3u8?ads.xumo_channelId=99951377&ads.channelId=99951377&ads.csid=xumo_[PLATFORM]_AMCAMCThrillers_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads._fw_did=[IFA_TYPE]:[IFA]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=[content_genre]&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=4174&ads.xumo_contentName=AMCAMCThrillers&ads.xumo_providerId=4174&ads.xumo_providerName=AMCAMCThrillers&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads._fw_deviceType=3-Connected_TV&ads.xumo_platform=[PLATFORM]&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
Real Madrid TV | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99951381/hls/playlist.m3u8?ads.xumo_channelId=99951381&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=CineverseRealMadrid&ads.csid=xumo_[PLATFORM]_CineverseRealMadrid_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=[CONTENT_IMDB_GENRE]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=[content_genre]&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=4183&ads.xumo_contentName=CineverseRealMadrid&ads.xumo_providerId=4183&ads.xumo_providerName=CineverseRealMadrid&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99951381&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
PBR RidePass | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99951388/hls/playlist.m3u8?ads.xumo_channelId=99951388&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=PBRRidePass&ads.csid=xumo_[PLATFORM]_PBRRidePass_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=[CONTENT_IMDB_GENRE]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=[content_genre]&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=4196&ads.xumo_contentName=PBRRidePass&ads.xumo_providerId=4196&ads.xumo_providerName=PBRRidePass&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99951388&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
HBO Boxing | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99951469/hls/playlist.m3u8?ads.xumo_channelId=99951469&ads.xumo_streamId=99951469&ads.channelId=99951469&ads.channelName=WBDHBOBoxing_us&ads.caid=WBDHBOBoxing&ads.csid=xumo_[PLATFORM]_WBDHBOBoxing_ssai&ads._fw_coppa=0&ads.xumo_contentId=4315&ads.xumo_contentName=WBDHBOBoxing&ads.xumo_providerId=4315&ads.xumo_providerName=WBDHBOBoxing&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads.genre=[CONTENT_IMDB_GENRE]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=[content_genre]&ads._fw_content_rating=[content_rating]&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]&ads.appName=XumoPlay
Discovery Turbo TV | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99951438/hls/playlist.m3u8?ads.xumo_channelId=99951438&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=WBDMotorTrendFASTTV&ads.csid=xumo_[PLATFORM]_WBDMotorTrendFASTTV_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=[CONTENT_IMDB_GENRE]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=[content_genre]&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=4240&ads.xumo_contentName=WBDMotorTrendFASTTV&ads.xumo_providerId=4240&ads.xumo_providerName=WBDMotorTrendFASTTV&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99951438&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
Midsomer Murders | source=xumo | res=0 | https://dtqutq7lmcchv.cloudfront.net/10001/99991698/hls/playlist.m3u8?ads.xumo_channelId=99991698&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=MidsomerMurders&ads.csid=xumo_[PLATFORM]_MidsomerMurders_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=Documentary,Crime,DO,Entertainment,GV,SM&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=Documentary,Crime,DO,Entertainment,GV,SM&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=3509&ads.xumo_contentName=MidsomerMurders&ads.xumo_providerId=3509&ads.xumo_providerName=MidsomerMurders&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99991698&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
World's Wildest Police Videos | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99951315/hls/master.m3u8?ads.xumo_channelId=99951315&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=worldswildestpolicevideos&ads.csid=xumo_[PLATFORM]_worldswildestpolicevideos_ssai&ads._fw_is_lat=0&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=Documentary,Crime,DO,Entertainment,GV,SM&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=Documentary,Crime,DO,Entertainment,GV,SM&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=260&ads.xumo_contentName=FilmRise&ads.xumo_providerId=260&ads.xumo_providerName=FilmRise&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99951315&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
The First 48 by A&E | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99951490/hls/playlist.m3u8?ads.xumo_channelId=99951490&ads.xumo_streamId=99951490&ads.channelId=99951490&ads.channelName=AETheFirst48_us&ads.caid=AETheFirst48&ads.csid=xumo_[PLATFORM]_AETheFirst48_ssai&ads._fw_coppa=0&ads.xumo_contentId=4330&ads.xumo_contentName=AETheFirst48&ads.xumo_providerId=4330&ads.xumo_providerName=AETheFirst48&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads.genre=Documentary,Crime,DO,Entertainment,GV,SM&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=Documentary,Crime,DO,Entertainment,GV,SM&ads._fw_content_rating=[content_rating]&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]&ads.appName=XumoPlay
Stories by AMC | source=xumo | res=0 | https://d3pxo1qcgzxtxs.cloudfront.net/10005/99991622/hls/playlist.m3u8?ads.xumo_channelId=99991622&ads.channelId=99991622&ads.csid=xumo_[PLATFORM]_storiesbyamc_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=Action,Drama,GD,GV,Entertainment&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=2656&ads.xumo_contentName=storiesbyamc&ads.xumo_providerId=2656&ads.xumo_providerName=storiesbyamc&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads._fw_deviceType=3-Connected_TV&ads.xumo_platform=[PLATFORM]&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
Nash Bridges Channel | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99951330/hls/playlist.m3u8?ads.xumo_channelId=99951330&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=LionsgateNashBridges&ads.csid=xumo_[PLATFORM]_LionsgateNashBridges_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=Action,Drama,GD,GV,Entertainment&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=Action,Drama,GD,GV,Entertainment&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=4079&ads.xumo_contentName=LionsgateNashBridges&ads.xumo_providerId=4079&ads.xumo_providerName=LionsgateNashBridges&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99951330&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
It's Showtime at the Apollo | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99991349/hls/master.m3u8?includeAssetTags=true&ads.xumo_channelId=99991349&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=ItsShowtimeattheapollo&ads.csid=xumo_[PLATFORM]_ItsShowtimeattheapollo_ssai&ads._fw_is_lat=0&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=[CONTENT_IMDB_GENRE]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=[content_genre]&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=1836&ads.xumo_contentName=SFMHatchFarmStudios&ads.xumo_providerId=1836&ads.xumo_providerName=SFMHatchFarmStudios&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99991349&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
Lidia's Kitchen | source=xumo | res=0 | https://dbrb49pjoymg4.cloudfront.net/10001/99951151/hls/master.m3u8?ads.xumo_channelId=99951151&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=LidiasKitchen&ads.csid=xumo_[PLATFORM]_LidiasKitchen_ssai&ads._fw_is_lat=0&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=[CONTENT_IMDB_GENRE]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=[content_genre]&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=2064&ads.xumo_contentName=DynamicTelevision&ads.xumo_providerId=2064&ads.xumo_providerName=DynamicTelevision&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99951151&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]
